,Country/Region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20
20,Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0879613000476074e-05,6.0879613000476074e-05,6.0879613000476074e-05,6.0879613000476074e-05,6.0879613000476074e-05,0.00018263883900142822,0.00018263883900142822,0.00018263883900142822,0.00018263883900142822,0.00018263883900142822,0.00018263883900142822,0.00030439806500238037,0.0004261572910033325,0.0004261572910033325,0.0004870369040038086,0.0004870369040038086,0.0005479165170042847,0.0005479165170042847,0.0005479165170042847,0.0006087961300047607,0.0006087961300047607,0.0006696757430052369
21,Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007127634551921254,0.0007127634551921254,0.0007127634551921254,0.0028510538207685014,0.004276580731152752,0.004276580731152752,0.004276580731152752,0.004276580731152752,0.006414871096729128,0.006414871096729128,0.006414871096729128,0.008553161462305505,0.008553161462305505,0.008553161462305505,0.008553161462305505,0.008553161462305505,0.008553161462305505,0.01069145182788188,0.01069145182788188,0.011404215283074006,0.011404215283074006,0.011404215283074006,0.011404215283074006,0.011404215283074006,0.012829742193458256,0.012829742193458256
22,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044929079448091186,0.00044929079448091186,0.00044929079448091186,0.00044929079448091186,0.00044929079448091186,0.00044929079448091186,0.0013478723834427356,0.0017971631779236474,0.0022464539724045595,0.0022464539724045595,0.0026957447668854713,0.0026957447668854713,0.003145035561366383,0.003145035561366383,0.003145035561366383,0.003145035561366383,0.003145035561366383,0.00718865271169459,0.008087234300656413,0.00943510668409915,0.00943510668409915,0.00943510668409915,0.00943510668409915,0.010782979067541885,0.013478723834427357,0.015275887012351004,0.01976879495716012
23,Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018251505749224312,0.018251505749224312,0.018251505749224312,0.018251505749224312
24,Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012757108898933931,0.0017009478531911906,0.0017009478531911906,0.0017009478531911906,0.0017009478531911906,0.0017009478531911906,0.0025514217797867863,0.0025514217797867863,0.0025514217797867863,0.0025514217797867863,0.00552808052287137
25,Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008619500758516066,0.0008619500758516066,0.0008619500758516066,0.0008619500758516066,0.0008619500758516066,0.0008619500758516066,0.0008619500758516066,0.0008619500758516066,0.0034478003034064263,0.0034478003034064263,0.0034478003034064263,0.0034478003034064263,0.00517170045510964,0.00775755068266446,0.00775755068266446,0.00775755068266446,0.00775755068266446,0.00775755068266446,0.00775755068266446,0.00775755068266446,0.00775755068266446,0.00775755068266446,0.00775755068266446,0.008619500758516066,0.008619500758516066,0.01034340091021928,0.01034340091021928
26,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007871164774963399,0.0007871164774963399,0.0007871164774963399,0.0007871164774963399,0.0007871164774963399,0.00118067471624451,0.00118067471624451,0.00118067471624451,0.00118067471624451,0.0015742329549926798,0.0027549076712371895,0.0027549076712371895,0.0031484659099853597,0.0031484659099853597,0.0031484659099853597,0.00432914062622987,0.00432914062622987,0.00432914062622987,0.005509815342474379,0.005509815342474379,0.005509815342474379,0.005509815342474379,0.006296931819970719,0.006296931819970719,0.006296931819970719,0.006296931819970719,0.006296931819970719
27,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.686093555598682e-05,1.686093555598682e-05,1.686093555598682e-05,5.058280666796046e-05,5.058280666796046e-05,0.00011802654889190774,0.00021919216222782866,0.00028663590445177593,0.0004046624533436837,0.0006407155511274991,0.0008599077133553279,0.0010453780044711828,0.0010453780044711828,0.0019558685244944712,0.002529140333398023,0.0034059089823093376,0.004046624533436837,0.004619896342340389,0.0067780960935067015,0.009340958298016698,0.011954403309194655,0.015630087260399782,0.01972729460050458,0.020013930504956357,0.02158199751166313,0.022357600547238524,0.022812845807250168,0.023268091067261812,0.02465068778285273,0.025375708011760166,0.02672458285623911,0.027904848345158186,0.02842753734739378,0.029489776287420947,0.031108426100795682,0.03260904936527851
28,Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.248647221855615e-05,8.248647221855615e-05,0.0001649729444371123,0.0001649729444371123,0.0001649729444371123,0.0001649729444371123,0.0001649729444371123,0.00041243236109278074,0.0004949188333113369,0.0004949188333113369,0.0004949188333113369,0.0004949188333113369,0.0004949188333113369,0.0004949188333113369,0.0004949188333113369,0.0007423782499670053,0.00107232413884123,0.00107232413884123,0.0013197835554968984,0.0013197835554968984,0.0018147023888082352,0.00214464827768246,0.00214464827768246,0.00214464827768246,0.00214464827768246
29,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7839382144811726e-05,9.567876428962345e-05,9.567876428962345e-05,9.567876428962345e-05,9.567876428962345e-05,0.00014351814643443517,0.0007175907321721759,0.0007175907321721759,0.0009567876428962345,0.001578699610778787,0.001913575285792469,0.0030617204572679505,0.0035879536608608795,0.004736098832336361,0.0054536895645085365,0.006984549793142512,0.007271586086011382,0.008611088786066111,0.009902752103976026,0.010620342836148202,0.011768488007623685,0.012486078739795861,0.013490705764836906,0.013777742057705777,0.014447493407733141,0.015212923522050129,0.016504586839960044,0.017413535100711468,0.0183703227436077,0.019805504207952053,0.021192846290151595
30,Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017985934998830913,0.005395780499649274,0.005395780499649274,0.005395780499649274,0.005395780499649274,0.007194373999532365,0.007194373999532365,0.008992967499415456,0.008992967499415456,0.010791560999298549,0.010791560999298549,0.010791560999298549,0.010791560999298549,0.010791560999298549,0.010791560999298549,0.01259015449918164,0.01259015449918164,0.01259015449918164,0.01259015449918164,0.01259015449918164,0.01259015449918164
31,Gambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004137942449496413,0.0004137942449496413,0.0004137942449496413,0.0004137942449496413,0.0004137942449496413,0.0004137942449496413,0.0008275884898992826,0.0012413827348489238,0.0012413827348489238,0.0012413827348489238,0.0012413827348489238,0.0012413827348489238,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652,0.0016551769797985652
32,Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.654699666430127e-05,0.00019309399332860253,0.00019309399332860253,0.00022527632555003629,0.00022527632555003629,0.0003540056544357713,0.00051491731554294,0.0006114643122072413,0.0007401936410929763,0.0008689229699787113,0.001705663607735989,0.0029929568965933392,0.004248067853229256,0.0044089795143364245,0.004537708843222159,0.004891714497657931,0.004891714497657931,0.005181355487650834,0.006275554783179582,0.0065651957731724855,0.006597378105393919,0.006597378105393919,0.006887019095386824,0.006887019095386824,0.009236329347551487,0.010073069985308766,0.012164921579701959
33,Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.614528215253575e-05,7.614528215253575e-05,7.614528215253575e-05,7.614528215253575e-05,7.614528215253575e-05,7.614528215253575e-05,7.614528215253575e-05,7.614528215253575e-05,0.0001522905643050715,0.0001522905643050715,0.000304581128610143,0.000304581128610143,0.000304581128610143,0.000304581128610143,0.000609162257220286,0.000609162257220286,0.001218324514440572,0.0016751962073557865,0.0016751962073557865,0.0022843584645760723,0.003959554671931859,0.00555860559713511,0.008452126318931467,0.009213579140456826,0.009746596115524576,0.010964920629965147,0.012487826273015862,0.014772184737591934
34,Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010162601626016261,0.0010162601626016261,0.0010162601626016261,0.0010162601626016261,0.0010162601626016261,0.0040650406504065045,0.0040650406504065045,0.004573170731707317,0.004573170731707317,0.007621951219512195,0.009146341463414634,0.009146341463414634,0.009146341463414634,0.01676829268292683,0.01676829268292683,0.018292682926829267
35,Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019771911232027332,0.00019771911232027332,0.00039543822464054663,0.00039543822464054663,0.00039543822464054663,0.0005931573369608199,0.0005931573369608199,0.0005931573369608199,0.0005931573369608199,0.0005931573369608199,0.0005931573369608199,0.0005931573369608199,0.0005931573369608199,0.0005931573369608199,0.0005931573369608199,0.0005931573369608199,0.0011863146739216398,0.0011863146739216398,0.0013840337862419132,0.0019771911232027333,0.002570348460163553,0.0027680675724838263,0.0027680675724838263,0.0061292924819284725,0.0061292924819284725
36,Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.876138410129362e-05,0.00019752276820258723,0.0005431876125571149,0.0008888524569116425,0.0008888524569116425,0.0012345173012661703,0.0013826593774181107,0.0015308014535700511,0.001777704913823285,0.0019258469899752256,0.002024608374076519,0.0022221311422791065,0.0023208925263804,0.0027653187548362214,0.0029134608309881616,0.003654171211747864
37,Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021506948895188036,0.00021506948895188036,0.00021506948895188036,0.00021506948895188036,0.00021506948895188036,0.00043013897790376073,0.00043013897790376073,0.00043013897790376073,0.00043013897790376073,0.00043013897790376073,0.00043013897790376073,0.00043013897790376073,0.000645208466855641,0.000645208466855641,0.0010753474447594018,0.0010753474447594018,0.0010753474447594018,0.001290416933711282,0.001290416933711282,0.001290416933711282,0.001290416933711282,0.001290416933711282,0.001290416933711282,0.001290416933711282,0.001290416933711282,0.001290416933711282,0.0015054864226631626
38,Niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13109791363031e-05,4.13109791363031e-05,8.26219582726062e-05,0.0001239329374089093,0.0001239329374089093,0.0002891768539541217,0.000413109791363031,0.000413109791363031,0.000413109791363031,0.0007435976244534558,0.0011153964366801836,0.0011153964366801836,0.003057012456086429,0.004048475955357704,0.004957317496356372,0.005948780995627646,0.00760122016107977,0.010451677721484684,0.011484452199892262,0.01412835486461566,0.01693750144588427
39,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.851081735439563e-06,4.851081735439563e-06,4.851081735439563e-06,4.851081735439563e-06,4.851081735439563e-06,4.851081735439563e-06,4.851081735439563e-06,4.851081735439563e-06,4.851081735439563e-06,4.851081735439563e-06,9.702163470879126e-06,9.702163470879126e-06,9.702163470879126e-06,9.702163470879126e-06,9.702163470879126e-06,9.702163470879126e-06,9.702163470879126e-06,9.702163470879126e-06,1.4553245206318689e-05,3.8808653883516504e-05,3.8808653883516504e-05,5.8212980825274756e-05,0.00010672379817967039,0.0001455324520631869,0.00019404326941758253,0.00021344759635934078,0.00024740516850741773,0.00031532031280357163,0.00033957572148076944,0.0004317462744541211,0.0005384700726337915,0.0006354917073425828,0.0006548960342843411,0.000844088221966484,0.0008925990393208797,0.0010187271644423082,0.0010381314913840665,0.0011254509626219787,0.001154557453034616,0.001232174760801649,0.0013388985589813194,0.001397111539806594
40,Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97231354885024e-05,0.0001194462709770048,0.0002388925419540096,0.0002388925419540096,0.0002388925419540096,0.0002388925419540096,0.0002388925419540096,0.0002388925419540096,0.0002388925419540096,0.0002388925419540096,0.0002388925419540096,0.000597231354885024,0.000597231354885024,0.0014333552517240575,0.0014333552517240575,0.0015528015227010625,0.0018514172001435744,0.0018514172001435744,0.002269479148563091,0.002806987367959613,0.0040014500777296605,0.004718127703591689,0.0051361896520112065,0.005912590413361738,0.006270929226292752,0.0071070531231317855,0.0077640076135053115,0.00848068523936734,0.009675147949137389,0.01045154871048792,0.011347395742815456,0.011646011420257969,0.012362689046119996,0.013079366671982026,0.013258536078447533,0.013497428620401541,0.01415438311077507,0.014572445059194585,0.0149307838721256
41,Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001253605683346726,0.0002507211366693452,0.0002507211366693452,0.0002507211366693452,0.0005014422733386904,0.0007521634100080356,0.0007521634100080356,0.0007521634100080356,0.0008775239783427082,0.0008775239783427082
42,Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.00012079132814896953,0.0010871219533407257,0.0019326612503835125,0.0019326612503835125,0.0021742439066814515,0.002415826562979391,0.0027782005474262994,0.0027782005474262994,0.0030197832037242383,0.0030197832037242383,0.0030197832037242383,0.0036237398444690858,0.0041069051570649644,0.004348487813362903,0.0047108617978098115,0.004831653125958782,0.004952444454107751,0.005314818438554659,0.007005897032640233,0.00785143632968302,0.008455392970427867,0.008817766954874776
43,Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2804476245033183e-05,2.2804476245033183e-05,2.2804476245033183e-05,2.2804476245033183e-05,2.2804476245033183e-05,2.2804476245033183e-05,6.841342873509956e-05,0.00011402238122516592,0.00027365371494039823,0.00027365371494039823,0.0003876760961655641,0.0003876760961655641,0.0004332850486556305,0.0004560895249006637,0.0004560895249006637,0.0004560895249006637,0.0005473074298807965,0.0005929163823708628,0.0008437656210662279,0.001094614859761593,0.001231441717231792,0.001368268574701991,0.0016875312421324557,0.001983989433317887,0.0020524028620529868,0.0031698221980596126,0.0045836997252516705,0.005245029536357633,0.00602038172868876,0.0068869518260000215,0.008369242781927178,0.009327030784218572,0.010353232215245065,0.011653087361211957,0.01331781412709938,0.01632800499144376,0.019315391379543106,0.02248521357760272,0.02670404168293386,0.028528399782536514,0.030101908643443805,0.03245076969668222,0.03347697112770871,0.035848636657192165,0.03799225742422529
44,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,9.771885113901094e-06,1.9543770227802188e-05,1.9543770227802188e-05,1.9543770227802188e-05,1.9543770227802188e-05,2.931565534170328e-05,0.0001465782767085164,0.0001465782767085164,0.0004788223705811536,0.0005374536812645602,0.0005765412217201645,0.0005863131068340656,0.0006547163026313733,0.0007817508091120874,0.0010651354774152192,0.0010749073625291204,0.001465782767085164,0.0019152894823246144,0.0019152894823246144,0.00250160258915868,0.0027849872574618115,0.0028729342234869214,0.0031954064322456577,0.0035765099516878,0.00392829781578824,0.0044559796119388985,0.004837083131381041,0.005237730421050986,0.00562860582560703,0.005951078034365766,0.006410356634719117,0.006938038430869776,0.007612298503728952,0.008452680623524446,0.009625306837192578,0.01045591707187417,0.011462421238605983,0.012918432120577245,0.014169233415156586,0.015244140777685706,0.016602432808517958
45,Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001455330803968396,0.0001455330803968396,0.0001455330803968396,0.0001455330803968396,0.0004365992411905188,0.0011642646431747168,0.0011642646431747168,0.001455330803968396,0.001455330803968396,0.0016008638843652357,0.0016008638843652357,0.002619595447143113,0.002619595447143113,0.0027651285275399526,0.002910661607936792,0.0030561946883336318,0.0034927939295241505
46,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.709251769683256e-05,2.709251769683256e-05,2.709251769683256e-05,5.418503539366512e-05,5.418503539366512e-05,5.418503539366512e-05,5.418503539366512e-05,5.418503539366512e-05,8.127755309049768e-05,0.0001354625884841628,0.00016255510618099536,0.00018964762387782793,0.0004605728008461535,0.0007585904955113117,0.0007856830132081442,0.0010295156724796372,0.0013275333671447956,0.0017068286149004514,0.002086123862656107,0.0026008816988959257,0.0031156395351357447,0.0038742300306470563,0.004605728008461535,0.006095816481787327,0.0074504423666289545,0.009346918605407234,0.01089119211412669,0.012977315976782797,0.015063439839438903,0.01671608341894569,0.017718506573728494,0.019181502529357453,0.021430181498194555,0.024898023763389125,0.027661460568466044,0.03034361982045247,0.03207754095304975,0.03454296006346152,0.03722511931544794
47,Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.280539676031095e-05,2.280539676031095e-05,2.280539676031095e-05,2.280539676031095e-05,2.280539676031095e-05,4.56107935206219e-05,4.56107935206219e-05,4.56107935206219e-05,4.56107935206219e-05,4.56107935206219e-05,4.56107935206219e-05,6.841619028093285e-05,6.841619028093285e-05,6.841619028093285e-05,6.841619028093285e-05,0.00011402698380155474,0.0001368323805618657,0.0001368323805618657,0.00015963777732217664,0.00015963777732217664,0.0001824431740824876,0.0002280539676031095,0.0002280539676031095,0.0002736647611237314,0.0002736647611237314,0.0003192755546443533,0.0003192755546443533,0.00034208095140466423
