,Country/Region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20
53,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.656506758547575,2.4847601378213624,4.969520275642725,4.969520275642725,11.595547309833025,21.534587861118474,21.534587861118474,27.332361516034986,38.09965544659423,40.58441558441559,55.49297641134376,55.49297641134376,69.57328385899815,78.68407103100981,96.07739199575936,102.70341902994966,109.32944606413994,120.92499337397298,134.17704744235357,148.25735489000797,177.24622316459053,190.49827723297113,217.00238536973234,265.041081367612,294.85820302146834,327.98833819241986,352.83593957063346,369.40100715610924,385.1378213623112,409.157169361251,435.6612774980122,467.13490591041614,492.8107606679036,510.20408163265313,524.2843890803075,548.3037370792473,575.6360985952823
54,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2506780842178092,0.2506780842178092,0.2506780842178092,0.2506780842178092,0.7520342526534276,0.7520342526534276,0.7520342526534276,0.7520342526534276,1.0027123368712367,1.0027123368712367,1.0027123368712367,3.2588150948315193,3.7601712632671376,3.7601712632671376,6.016274021227421,6.016274021227421,6.266952105445229,7.520342526534275,8.272376779187702,8.272376779187702,8.523054863405513,9.525767200276748,10.027123368712367,10.779157621365794,12.28322612667265,13.536616547761696,15.29136313728636,17.547465895246642,18.80085631633569,19.803568653206927,20.80628099007816,22.561027579602825,22.811705663820636,25.819842674434344,27.57458926395901,29.329335853483673,33.59086328518643,38.85510305376042,40.60984964328509,43.6179866538988,47.127479832948126,49.1329045066906,52.89307576995774,54.647822359482404,58.65867170696735,60.66409638070982,64.42426764397696,68.1844389072441,75.20342526534276
55,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024861706756168812,0.024861706756168812,0.12430853378084405,0.17403194729318167,0.17403194729318167,0.32320218783019455,0.4723724283672074,0.6464043756603891,0.795574616197402,0.8701597364659084,0.8701597364659084,0.9944682702467524,1.3425321648331159,1.4917024053701287,1.4917024053701287,1.7651811796879855,1.7651811796879855,1.7651811796879855,2.51103238237305,2.734787743178569,2.883957983715582,3.0828516377649327,3.828702840449997,4.077319908011685,4.7734476971844115,5.171235005283113,5.320405245820125,5.792777674187333,6.613213997140904,7.856299334949345,8.602150537634408,9.497171980856486,11.386661694325316,12.580023618621418,13.59935359562434,15.662875256386352,17.254024488781155,18.099322518490894,19.19323761576232,20.386599540058427,21.828578531916214,23.892100192678228,25.632419665610044,27.894834980421408,29.883771520914912,30.629622723599976,31.79812294113991,32.767729504630495,33.61302753434023,34.25943191000062,34.80638945863634
56,Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11553294190772614,0.11553294190772614,0.11553294190772614,0.11553294190772614,0.11553294190772614,0.2310658838154523,0.3465988257231784,0.4621317676309046,0.8087305933540829,1.1553294190772614,1.1553294190772614,1.3863953028927136,1.732994128615892,2.3106588381545228,4.2747188505858675,4.967916502032224,7.047509456371294,7.047509456371294,8.66497064307946,9.127102410710364,11.553294190772613,14.557150680373493,17.90760599569755,24.60851662634567,25.1861813358843,28.883235476931535,35.12201433994875,49.33256619459906,61.116926269187125,82.25945463830101,102.01558770452218,123.73578078317469,143.02978208176495,273.6975393794032,311.13021255750647,350.6424786899488,418.1137167640609,490.66840428211293,542.4271622567742,619.0255027415966,703.8266821018676,792.2093826612781,858.1786924905898,907.0491269175579,973.9427002821313,1028.7053147463935,1068.4486467626514,1086.4717857002565,1151.6323649362141,1202.4668593756137,1241.170394914702,1287.6146375616079,1338.564664942915,1391.709818220469
57,Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.09800904427460566,0.7840723541968453,1.6661537526682964,3.3323075053365927,5.096470302279495,6.762624054947791,8.330768763341482,8.330768763341482,10.977012958755834,12.44714862287492,15.093392818289272,16.857555615232176,20.7779173862164,23.03212540453233,24.110224891552996,25.384342467122867,26.26642386559432,26.85447813124195,27.246514308340377,29.304704238107096,30.382803725127758,31.65692130069763,33.81312027473896,34.205156451837375,34.5971926289358,35.08723785030883,36.45936447015331,36.45936447015331,37.34144586862476,38.125518222821604,38.321536311370814,38.90959057701845
58,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23416132778839308,2.575774605672324,6.0881945224982195,10.068937094900901,10.537259750477688,10.537259750477688,10.537259750477688,13.113034356150012,13.113034356150012,13.113034356150012,13.581357011726798,13.581357011726798,14.283840995091976,14.986324978457157,14.986324978457157,16.157131617399124,16.8596156007643,18.732906223071446,18.732906223071446,24.352778089992878,26.226068712300023,28.80184331797235,30.440972612491098,33.250908545951816,34.65587651268218,37.2316511183545,41.21239369075718,44.022329624217896,44.25649095200629,44.72481360758307,45.66145891873665,48.705556179985756,52.68629875238844,55.02791203027237,59.711138586040235,62.28691319171256,67.6726237308456,74.2291409089206,80.08317410363043,97.64527368775991,112.16327601064027,130.19369825034656,155.71728297928138,173.98186654677605,200.20793525907607,213.0868082874377,232.52219849387433,270.2221722678056,288.95507849087704,304.409726124911,317.2885991532726
59,Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14651070114161138,0.14651070114161138,0.14651070114161138,0.14651070114161138,0.14651070114161138,0.29302140228322276,0.29302140228322276,0.29302140228322276,0.5860428045664455,1.465107011416114,1.904639114840948,1.904639114840948,1.904639114840948,2.344171218265782,3.2232354251154507,3.2232354251154507,4.688342436531564,4.688342436531564,6.006938746806067,8.937152769638296,8.937152769638296,11.281323987904077,13.625495206169859,16.116177125577252,16.116177125577252,17.581284136993368,19.485923251834315,23.00218007923299,23.88124428608266,27.39750111348133,36.33465388311963,39.118357204810245,46.590402963032425,48.788063480156595,53.91593802011299,57.28568414637005,60.36240887034389,64.17168710002579,65.34377270915869,68.86002953655735,70.17862584683186,72.37628636395603,74.42743617993858,76.18556459363792,77.2111395016292,79.26228931761176,80.28786422560304,84.39016385756817,85.26922806441783,89.22501699524133,90.69012400665746,92.30174171921517,92.5947631214984,93.9133594317729
60,Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39164848764936494,0.39164848764936494,0.7832969752987299,0.7832969752987299,0.7832969752987299,1.1749454629480949,1.1749454629480949,1.1749454629480949,2.3498909258961898,2.9373636573702373,3.1331879011949195,3.1331879011949195,3.1331879011949195,3.1331879011949195,3.1331879011949195,3.5248363888442844,3.5248363888442844,3.5248363888442844,3.720660632668967,3.720660632668967,4.308133364143014,4.308133364143014,4.6997818517923795,7.637145509162616,9.399563703584759,9.399563703584759,10.182860678883488,10.770333410357535,12.924400092429043,16.449236481273328,19.386600138643566,21.34484257689039,25.652975941033404,29.765285061351737,32.702648718721974,35.052539644618165,37.598254814339036,41.12309120318332,45.23540032350165,49.34770944381999,54.24331553943705,58.35562465975538,64.8178247059699,72.6507944589572,82.05035816254195,89.49167942787989,94.77893401114632,106.92003712827663,117.29872205098481,142.36422526054415,159.20511022946684
61,Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3470944721734362,1.0412834165203084,1.0412834165203084,2.429661305214053,2.7767557773874896,2.7767557773874896,2.7767557773874896,2.7767557773874896,5.206417082601543,6.247700499121851,8.330267332162467,90.93875170944028,90.93875170944028,111.07023109549958,116.97083712244799,139.1848833415479,152.37447328413847,152.37447328413847,156.88670142239314,159.66345719978065,163.134401921515,166.9524411154228,171.46466925367747,173.8943305588915,182.5716923632274,186.38973155713524,190.55486522321647,195.06709336147114,204.78573858232735,220.05789535795853,240.53646921619128,271.0807827674536,289.8238842648192,329.39265409259093,373.1265575864439,459.9001756298029,556.7395333661916,635.8770730217351,713.9733292607582,767.078783503294,824.6964658840843,871.9013140996717,946.8737200891338,1033.9944326046664,1121.4622395923723,1189.839850610539
62,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02872418378077473,0.02872418378077473,0.02872418378077473,0.14362091890387366,0.14362091890387366,0.14362091890387366,0.315966021588522,0.43086275671162094,0.5744836756154946,0.6032078593962693,1.2925882701348628,2.470279805146627,2.958590929419797,2.958590929419797,3.389453686131418,4.911835426512479,4.911835426512479,7.870426355932276,9.881119220586507,11.259880042063694,14.678057911975886,16.142991284795396,22.031448959854217,25.851765402697257,29.068873986144027,31.7114988939753,34.555193088272,37.31271473122637,41.73623903346568,44.895899249350904,49.405596102932535,54.145086426760365,58.56861072899967,62.589996458308136,68.9954894414209,74.82649874891817,80.28409366726537,84.2193068452315,94.41639208740654,104.87199498360853,115.84463318786449,128.16730802981684,141.7251227743425,154.22014271897953
63,Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057140702122091394,0.057140702122091394,0.057140702122091394,0.28570351061045696,0.28570351061045696,0.28570351061045696,0.28570351061045696,0.5142663190988226,0.5714070212209139,0.5714070212209139,0.5714070212209139,0.9142512339534623,0.9142512339534623,0.9142512339534623,1.0856733403197365,1.0856733403197365,1.0856733403197365,1.0856733403197365,1.0856733403197365,1.0856733403197365,1.428517553052285,1.428517553052285,1.428517553052285,1.6570803615406504
64,Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011856900959424854,0.011856900959424854,0.05928450479712427,0.05928450479712427,0.07114140575654912,0.21342421726964736,0.5572743450929681,1.1619762940236358,2.276524984209572,4.256627444433523,7.944123642814652,14.655129585849119,18.129201566960603,22.196118596043327,28.84784003428067,43.0286935817528,67.56062166680282,87.76478090166277,109.28505614301888,128.3746666876929,160.4357268819777,185.9043501428223,215.02489889916973,248.05822497212736,283.78306756287446,320.9544520706714,358.2799762909408,404.42703482502236,453.2418960749745,501.3334863664017,557.6181952207914,618.5389523503163,675.321651045002,723.8519466719279,772.0146783691117
65,United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40443258108873253,0.40443258108873253,0.40443258108873253,0.40443258108873253,0.5055407263609156,0.5055407263609156,0.5055407263609156,0.5055407263609156,0.5055407263609156,0.5055407263609156,0.7077570169052819,0.7077570169052819,0.8088651621774651,0.8088651621774651,0.8088651621774651,0.8088651621774651,0.8088651621774651,0.8088651621774651,0.9099733074496482,0.9099733074496482,0.9099733074496482,0.9099733074496482,0.9099733074496482,0.9099733074496482,1.3144058885383807,1.3144058885383807,1.3144058885383807,1.3144058885383807,1.3144058885383807,1.3144058885383807,1.9210547601714796,2.1232710507158457,2.1232710507158457,2.1232710507158457,2.7299199223489445,2.7299199223489445,2.932136212893311,2.932136212893311,4.549866537248241,4.549866537248241,4.549866537248241,7.482002750141552,7.482002750141552,8.594192348135566,8.594192348135566,8.594192348135566,9.908598236673948,9.908598236673948,9.908598236673948,11.425220415756694,14.155140338105639,14.155140338105639,15.469546226644018,15.469546226644018,20.01941276389226,25.074820027501417,33.66901237563698,33.66901237563698,40.948798835234165,47.31861198738171,57.63164280514439,61.777076761303896,67.13580846072959,82.30203025155707,103.53474075871553,127.80069562403948,152.16775863463562,181.89355334465745,209.9005095850522,238.51411469708,268.84655827873496,302.31335436382756,339.72336811453533,377.7400307368762,416.86888295721104,457.1099247755399,498.76648062767936
66,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033527828265099174,0.033527828265099174,0.033527828265099174,0.033527828265099174,0.033527828265099174
67,Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21302986518937558,0.31954479778406336,0.479317196676095,0.5325746629734389,1.7574963878123484,1.8640113204070363,2.3433285170831315,2.6096158485698506,2.8226457137592265,3.1954479778406335,3.3019629104353214,3.83453757340876,4.3138547700848555,5.911578759005172,7.9886199446015835,12.142702315794407,15.125120428445666,16.083754821797857,18.267310939988956,20.23783719299068,23.166997839344592,24.711464361967565,28.27971460388961,31.102360317648834,35.25644268884166,37.1204540092487,38.71817799816901,41.59408117822558,43.24506263344324,46.06770834720247,50.647850448774044,58.103895730402186,65.61319847832767
68,Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4598271969393902,0.4598271969393902,0.9196543938787805,2.145860252383821,2.145860252383821,2.452411717010081,6.437580757151463,6.744132221777723,6.744132221777723,8.889992474161543,8.889992474161543,12.875161514302926,14.407918837434227,16.400503357504917,17.013606286757437,17.779984948323087,19.92584520070691,22.07170545309073,22.53153265003012,33.107558179636094,34.94686696739365,41.38444772454512,42.91720504767642,45.67616822931276,51.96047325415109,57.784951082050036,64.2225318392015,65.90856489464593
69,Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029878216389994387,0.17926929833996633,0.29878216389994383,0.4481732458499158,0.6871989769698709,0.9859811408698147,1.2847633047697586,1.2847633047697586,1.3743979539397417,1.4939108194997193,1.7926929833996632,2.240866229249579,2.6292830423195057,3.1073345045594163,4.302463160159191,4.451854242109164,5.139053219079035,5.407957166588984,6.125034359948849,6.782355120528726,7.9476055597385065,10.21835000537808,13.654344890227435,15.53667252279708,16.28362793254694,17.389121938976732,18.644007027356498,22.916591971125694,25.844657177345145,29.818459957214397,34.80812209434346
70,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.02568822610982128,0.10275290443928511,0.10275290443928511,0.12844113054910639,0.17981758276874896,0.17981758276874896,0.17981758276874896,0.28257048720803407,0.41101161775714046,0.5394527483062469,0.5651409744160681,0.5651409744160681,0.5651409744160681,0.6165174266357107,0.6165174266357107,1.027529044392851,1.027529044392851,1.9009287321267747,2.1578109932249876,2.4146932543232,2.825704872080341,2.825704872080341,3.0825871331785537,4.366998438669618,4.469751343108903,6.088109588027643,7.012885727981209,7.218391536859779,7.680779606836563,8.965190912327627,9.427578982304409,10.8661196444544,11.405572392760648,12.4331014371535,13.383565803216886,14.25696549095081,15.592753248661516,17.082670363031152,18.341393442412393
71,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018216110838476653,0.018216110838476653,0.018216110838476653,0.018216110838476653,0.018216110838476653,0.018216110838476653,0.018216110838476653,0.03036018473079442,0.04857629556927107,0.06072036946158884,0.08500851724622438,0.10322462808470102,0.12144073892317768,0.1518009236539721,0.16394499754628986,0.20037721922324317,0.23680944090019648,0.23680944090019648,0.2671696256309909,0.29145777341562645,0.29145777341562645,0.29145777341562645,0.29752981036178533,0.3096738842541031,0.3278899950925797,0.3400340689848975,0.3703942537156919,0.4250425862311219,0.5343392512619818,0.7468605443775427,0.9958140591700569,1.3237040542626366,2.003772192232432,2.5745436651713667,2.926721808048582,3.770734943564667,4.875845667765584,6.144901389512791
72,Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,1.2959914982957712,2.5919829965915424,2.5919829965915424,2.5919829965915424,2.5919829965915424,2.5919829965915424,2.5919829965915424,2.5919829965915424,3.8879744948873136,3.8879744948873136,5.183965993183085,5.183965993183085,5.183965993183085,5.183965993183085,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856,6.479957491478856
73,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007246353759787678,0.0007246353759787678,0.0007246353759787678,0.0014492707519575356,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.0021739061279363032,0.003623176879893839,0.003623176879893839,0.020289790527405496,0.021739061279363033,0.0224636966553418,0.024637602783278104,0.028260779663171944,0.031159321167087015,0.04057958105481099,0.0449273933106836,0.052898382446450044,0.059420100830258955,0.07391280834983431,0.08188379748560076,0.08623160974147337,0.10289822338898502,0.11304311865268778,0.14057926293988096,0.17681103173881935,0.23912967407299338,0.28695560888759203,0.36159305261340513,0.38840456152461955,0.4760854420180504,0.5268099183365642,0.642751578493167,0.7152151160910438,0.7420266250022582,0.9065188553494384,1.0123156202423387,1.447821481205578,1.8427477611140064,1.8601390101374968,2.233326228766562,2.5999917290118186,3.4623078264265525,3.8485384818232355,4.28694288429039,4.873172903457213,5.505779586686677,6.1202703855166725,6.6702686358845575,7.57461358510606,8.323886563868106
74,Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023811522276572024,0.059528805691430056,0.2143037004891482,0.3333613118720083,0.5119477289462985,0.7262514294354467,1.131047308137171,1.6549007982217556,2.9169114788800727,4.619435321654972,7.060116355003605,11.643834393243718,17.870547468567302,27.811858019036123,34.78863404607173,41.82493887879876,56.516648123443694,69.32724710823945,78.17322763398595,85.25715551126612,95.7461310740961,107.1518502445741,119.95054346823156,135.29706957548223,151.54843352924263,165.9424987454304,178.4792652240456,192.5042518449465,206.69591912178345,219.14934527243062,233.87677180049042,245.37773706007468,257.6168595102327,274.41588847635427,295.3938396020142,321.6579486730732,350.10081203243845,384.93706912306334,421.5591903844311,456.0978034465988,494.02955843317807,531.0564755732476,566.6308898544461,600.8599531270185,633.1840946174649,663.6628431314771,693.2248480378413,720.2985488663037,745.1696838841832,768.9454888773404,788.3995025772997,811.8776635419997,833.7485467530311,853.476392959171,872.7280087197795,891.4676767514417
75,Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4000074000074,7.4000074000074,11.1000111000111,14.8000148000148,14.8000148000148,16.650016650016653,18.500018500018502,24.050024050024053,24.050024050024053,24.050024050024053,24.050024050024053,24.050024050024053,24.050024050024053,24.050024050024053,24.050024050024053,24.050024050024053,24.050024050024053,24.050024050024053,24.050024050024053,29.6000296000296,29.6000296000296,31.450031450031453,31.450031450031453,33.300033300033306,35.15003515003515,35.15003515003515,35.15003515003515,35.15003515003515,35.15003515003515,35.15003515003515,35.15003515003515,35.15003515003515,35.15003515003515,35.15003515003515,35.15003515003515,37.000037000037004,37.000037000037004,37.000037000037004
76,Nepal,0.0,0.0,0.0,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.034320847065962265,0.06864169413192453,0.06864169413192453,0.1029625411978868,0.1029625411978868,0.13728338826384906,0.1716042353298113,0.1716042353298113,0.1716042353298113,0.1716042353298113,0.1716042353298113,0.2059250823957736,0.2059250823957736,0.3088876235936604,0.3088876235936604,0.3088876235936604,0.3088876235936604,0.3088876235936604,0.3088876235936604,0.3088876235936604,0.3088876235936604,0.4118501647915472,0.4804918589234717,0.5491335530553962
