,Country/Region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20
10,Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33760423022168,20.33760423022168,30.50640634533252,40.67520846044336,40.67520846044336,61.01281269066504,71.18161480577588,71.18161480577588,71.18161480577588,71.18161480577588,71.18161480577588,71.18161480577588,71.18161480577588,71.18161480577588,81.35041692088672,81.35041692088672,81.35041692088672,101.6880211511084,101.6880211511084,101.6880211511084,101.6880211511084,101.6880211511084,101.6880211511084,111.85682326621924,111.85682326621924,111.85682326621924,111.85682326621924,111.85682326621924,111.85682326621924,111.85682326621924,111.85682326621924,111.85682326621924
11,Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06291991176111575,0.06291991176111575,0.06291991176111575,0.06291991176111575,0.06291991176111575,0.06291991176111575,0.06291991176111575,0.06291991176111575,0.06291991176111575,0.06291991176111575,0.1258398235222315,0.18875973528334725,0.18875973528334725,0.18875973528334725,0.18875973528334725,0.31459955880557877,0.31459955880557877,0.31459955880557877,0.44043938232781027,0.44043938232781027,0.44043938232781027,0.44043938232781027,0.503359294088926,0.755038941133389,0.755038941133389,1.3213181469834308,1.3213181469834308,1.5729977940278936,3.775194705666945,3.775194705666945
12,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08933572633965622,0.08933572633965622,0.17867145267931245,0.17867145267931245,0.26800717901896864,0.3573429053586249,0.3573429053586249,0.3573429053586249,0.3573429053586249,0.3573429053586249
13,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021862224262696486,0.021862224262696486,0.19676001836426837,0.19676001836426837,0.3060711396777508,0.3060711396777508,0.5028311580420192,0.6558667278808946,0.7214534006689841,0.7214534006689841,0.9619378675586454,0.9619378675586454,0.9838000918213419,1.0493867646094313,1.0493867646094313,1.1368356616602173,1.1368356616602173,1.1368356616602173,1.1586978859229138,1.1586978859229138,1.1586978859229138,1.1586978859229138,1.1805601101856102,1.1805601101856102,1.2024223344483067
14,Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016740825734533026,0.016740825734533026,0.05022247720359908,0.10044495440719815,0.10044495440719815,0.10044495440719815,0.2008899088143963,0.2008899088143963,0.2008899088143963,0.2008899088143963,0.21763073454892934,0.21763073454892934,0.23437156028346237,0.23437156028346237,0.3180756889561275,0.3180756889561275,0.33481651469066054,0.33481651469066054,0.33481651469066054,0.33481651469066054,0.36829816615972655,0.4017798176287926,0.4017798176287926,0.4185206433633256,0.4185206433633256,0.5357064235050568,0.5357064235050568,0.5357064235050568,0.8203004609921183,0.8872637639302504
15,Zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1087904891002809,0.1087904891002809,0.1087904891002809,0.1087904891002809,0.16318573365042136,0.16318573365042136,0.16318573365042136,0.6527429346016854,0.8703239128022472,1.19669538010309,1.5230668474039326,1.5774620919540732,1.9038335592549158,1.9038335592549158,1.9582288038050562,2.1214145374554776,2.1214145374554776,2.1214145374554776,2.1214145374554776,2.1214145374554776,2.1214145374554776,2.1214145374554776,2.1214145374554776,2.175809782005618,2.175809782005618,2.3389955156560394,2.4477860047563205,2.4477860047563205
16,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06728148487545861,0.20184445462637582,0.20184445462637582,0.20184445462637582,0.20184445462637582,0.20184445462637582,0.20184445462637582,0.33640742437729304,0.47097039412821023,0.47097039412821023,0.47097039412821023,0.5382518790036689,0.5382518790036689,0.6055333638791275,0.6055333638791275,0.6055333638791275,0.6055333638791275,0.6728148487545861,0.7400963336300447,0.7400963336300447,0.7400963336300447,0.8746593033809619,0.9419407882564205,0.9419407882564205,1.1437852428827964,1.1437852428827964
17,Angola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03042633070317989,0.06085266140635978,0.06085266140635978,0.09127899210953967,0.09127899210953967,0.09127899210953967,0.12170532281271956,0.12170532281271956,0.15213165351589944,0.21298431492225922,0.21298431492225922,0.21298431492225922,0.24341064562543913,0.24341064562543913,0.24341064562543913,0.3042633070317989,0.42596862984451844,0.48682129125087825,0.5172476219540582,0.5781002833604179,0.5781002833604179,0.5781002833604179,0.5781002833604179,0.5781002833604179,0.5781002833604179,0.5781002833604179
18,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03767065749612181,0.03767065749612181,0.07534131499224361,0.07534131499224361,0.07534131499224361,0.07534131499224361,0.07534131499224361,0.07534131499224361,0.07534131499224361,0.07534131499224361,0.15068262998448723,0.37670657496121807,0.37670657496121807,0.4897185474495835,0.7534131499224361,1.0171077523952887,1.5068262998448723,2.109556819782821,2.4862633947440393,2.825299312209135,2.825299312209135,3.428029832147084,3.428029832147084,5.236221391960931,5.236221391960931,7.270436896751509,8.777263196596381,11.527221193813272,19.174364665526,20.9072149103476,24.485927372479175,24.787292632448146,24.787292632448146,27.499579972168917,27.499579972168917,30.88993914681988,30.88993914681988,30.88993914681988,30.88993914681988,31.94471755671129
19,Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20704962565427681,0.20704962565427681,0.20704962565427681,0.20704962565427681,0.20704962565427681,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,0.6211488769628304,1.6563970052342145,1.6563970052342145,1.6563970052342145,1.6563970052342145,1.6563970052342145,1.6563970052342145,1.6563970052342145,1.6563970052342145,1.6563970052342145,1.6563970052342145,2.2775458821970447,2.2775458821970447
20,Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06087961300047608,0.06087961300047608,0.06087961300047608,0.06087961300047608,0.06087961300047608,0.18263883900142822,0.18263883900142822,0.18263883900142822,0.18263883900142822,0.18263883900142822,0.18263883900142822,0.30439806500238037,0.42615729100333255,0.42615729100333255,0.4870369040038086,0.4870369040038086,0.5479165170042847,0.5479165170042847,0.5479165170042847,0.6087961300047607,0.6087961300047607,0.6696757430052368,0.6696757430052368,0.6696757430052368,1.0958330340085694,1.4002310990109497,1.4002310990109497
21,Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7127634551921254,0.7127634551921254,0.7127634551921254,2.8510538207685014,4.276580731152753,4.276580731152753,4.276580731152753,4.276580731152753,6.4148710967291285,6.4148710967291285,6.4148710967291285,8.553161462305505,8.553161462305505,8.553161462305505,8.553161462305505,8.553161462305505,8.553161462305505,10.691451827881881,10.691451827881881,11.404215283074006,11.404215283074006,11.404215283074006,11.404215283074006,11.404215283074006,12.829742193458257,12.829742193458257,12.829742193458257,12.829742193458257,14.968032559034633,14.968032559034633,29.22330166287714
22,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44929079448091186,0.44929079448091186,0.44929079448091186,0.44929079448091186,0.44929079448091186,0.44929079448091186,1.3478723834427355,1.7971631779236474,2.2464539724045594,2.2464539724045594,2.695744766885471,2.695744766885471,3.145035561366383,3.145035561366383,3.145035561366383,3.145035561366383,3.145035561366383,7.18865271169459,8.087234300656414,9.43510668409915,9.43510668409915,9.43510668409915,9.43510668409915,10.782979067541884,13.478723834427356,15.275887012351005,19.76879495716012,19.76879495716012,20.667376546121947,22.01524892956468,25.609575285411978,25.609575285411978
23,Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25150574922431,18.25150574922431,18.25150574922431,18.25150574922431,18.25150574922431,18.25150574922431,18.25150574922431,18.25150574922431,18.25150574922431
24,Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275710889893393,1.7009478531911908,1.7009478531911908,1.7009478531911908,1.7009478531911908,1.7009478531911908,2.551421779786786,2.551421779786786,2.551421779786786,2.551421779786786,5.528080522871369,5.528080522871369,5.528080522871369,5.528080522871369,5.528080522871369,5.528080522871369
25,Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8619500758516067,0.8619500758516067,0.8619500758516067,0.8619500758516067,0.8619500758516067,0.8619500758516067,0.8619500758516067,0.8619500758516067,3.4478003034064266,3.4478003034064266,3.4478003034064266,3.4478003034064266,5.171700455109639,7.757550682664459,7.757550682664459,7.757550682664459,7.757550682664459,7.757550682664459,7.757550682664459,7.757550682664459,7.757550682664459,7.757550682664459,7.757550682664459,8.619500758516066,8.619500758516066,10.343400910219279,10.343400910219279,10.343400910219279,10.343400910219279,12.067301061922493,12.929251137774099,12.929251137774099
26,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7871164774963398,0.7871164774963398,0.7871164774963398,0.7871164774963398,0.7871164774963398,1.18067471624451,1.18067471624451,1.18067471624451,1.18067471624451,1.5742329549926797,2.7549076712371896,2.7549076712371896,3.1484659099853594,3.1484659099853594,3.1484659099853594,4.3291406262298695,4.3291406262298695,4.3291406262298695,5.509815342474379,5.509815342474379,5.509815342474379,5.509815342474379,6.296931819970719,6.296931819970719,6.296931819970719,6.296931819970719,6.296931819970719,6.296931819970719,6.296931819970719,6.296931819970719,6.296931819970719,6.296931819970719
27,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01686093555598682,0.01686093555598682,0.01686093555598682,0.05058280666796046,0.05058280666796046,0.11802654889190774,0.21919216222782867,0.28663590445177595,0.40466245334368367,0.6407155511274991,0.8599077133553278,1.045378004471183,1.045378004471183,1.9558685244944711,2.529140333398023,3.4059089823093376,4.0466245334368365,4.619896342340389,6.778096093506702,9.340958298016698,11.954403309194655,15.630087260399783,19.727294600504578,20.013930504956356,21.58199751166313,22.357600547238523,22.812845807250167,23.26809106726181,24.65068778285273,25.375708011760164,26.72458285623911,27.904848345158186,28.42753734739378,29.48977628742095,31.108426100795683,32.60904936527851,33.7724539186416,34.193977307541275,36.63881296315936,38.30804558320205,40.71915936770817
28,Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08248647221855615,0.08248647221855615,0.1649729444371123,0.1649729444371123,0.1649729444371123,0.1649729444371123,0.1649729444371123,0.41243236109278075,0.4949188333113369,0.4949188333113369,0.4949188333113369,0.4949188333113369,0.4949188333113369,0.4949188333113369,0.4949188333113369,0.7423782499670054,1.07232413884123,1.07232413884123,1.3197835554968984,1.3197835554968984,1.8147023888082354,2.14464827768246,2.14464827768246,2.14464827768246,2.14464827768246,2.887026527649465,2.887026527649465,2.887026527649465,2.887026527649465,2.887026527649465
29,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047839382144811725,0.09567876428962345,0.09567876428962345,0.09567876428962345,0.09567876428962345,0.14351814643443517,0.7175907321721758,0.7175907321721758,0.9567876428962345,1.578699610778787,1.913575285792469,3.0617204572679504,3.5879536608608795,4.736098832336361,5.453689564508537,6.984549793142512,7.271586086011382,8.61108878606611,9.902752103976027,10.620342836148204,11.768488007623684,12.486078739795861,13.490705764836907,13.777742057705778,14.447493407733141,15.21292352205013,16.504586839960044,17.413535100711467,18.3703227436077,19.805504207952055,21.192846290151596,21.192846290151596,23.154260958088877,23.776172925971427,23.776172925971427,25.25919377246059
30,Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7985934998830915,5.395780499649274,5.395780499649274,5.395780499649274,5.395780499649274,7.194373999532366,7.194373999532366,8.992967499415457,8.992967499415457,10.791560999298548,10.791560999298548,10.791560999298548,10.791560999298548,10.791560999298548,10.791560999298548,12.59015449918164,12.59015449918164,12.59015449918164,12.59015449918164,12.59015449918164,12.59015449918164,12.59015449918164,14.388747999064732,14.388747999064732,17.985934998830913,19.784528498714007
31,Gambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4137942449496413,0.4137942449496413,0.4137942449496413,0.4137942449496413,0.4137942449496413,0.4137942449496413,0.8275884898992826,1.2413827348489237,1.2413827348489237,1.2413827348489237,1.2413827348489237,1.2413827348489237,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,1.6551769797985652,3.7241482045467715,3.7241482045467715,3.7241482045467715,3.7241482045467715
32,Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09654699666430126,0.19309399332860253,0.19309399332860253,0.2252763255500363,0.2252763255500363,0.3540056544357713,0.5149173155429401,0.6114643122072413,0.7401936410929764,0.8689229699787113,1.705663607735989,2.992956896593339,4.248067853229256,4.4089795143364245,4.537708843222159,4.89171449765793,4.89171449765793,5.181355487650834,6.275554783179582,6.565195773172486,6.597378105393919,6.597378105393919,6.887019095386823,6.887019095386823,9.236329347551488,10.073069985308765,12.164921579701959,12.164921579701959,13.130391546344972,18.215200037331506,18.215200037331506,20.467963292831868
33,Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614528215253574,0.07614528215253574,0.07614528215253574,0.07614528215253574,0.07614528215253574,0.07614528215253574,0.07614528215253574,0.07614528215253574,0.15229056430507149,0.15229056430507149,0.30458112861014297,0.30458112861014297,0.30458112861014297,0.30458112861014297,0.6091622572202859,0.6091622572202859,1.2183245144405719,1.6751962073557864,1.6751962073557864,2.2843584645760724,3.959554671931859,5.558605597135109,8.452126318931468,9.213579140456826,9.746596115524575,10.964920629965148,12.487826273015862,14.772184737591935,16.14279981633758,19.036320538133936,19.036320538133936,24.290345006658903,27.640737421370478
34,Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016260162601626,1.016260162601626,1.016260162601626,1.016260162601626,1.016260162601626,4.065040650406504,4.065040650406504,4.573170731707317,4.573170731707317,7.621951219512195,9.146341463414634,9.146341463414634,9.146341463414634,16.76829268292683,16.76829268292683,18.29268292682927,18.29268292682927,19.308943089430894,19.308943089430894,19.308943089430894,19.308943089430894
35,Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1977191123202733,0.1977191123202733,0.3954382246405466,0.3954382246405466,0.3954382246405466,0.59315733696082,0.59315733696082,0.59315733696082,0.59315733696082,0.59315733696082,0.59315733696082,0.59315733696082,0.59315733696082,0.59315733696082,0.59315733696082,0.59315733696082,1.18631467392164,1.18631467392164,1.3840337862419132,1.977191123202733,2.570348460163553,2.7680675724838264,2.7680675724838264,6.129292481928473,6.129292481928473,7.315607155850112,9.49051739137312,9.885955616013666,11.665427626896125,11.665427626896125
36,Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09876138410129362,0.19752276820258724,0.5431876125571149,0.8888524569116426,0.8888524569116426,1.2345173012661703,1.3826593774181106,1.5308014535700512,1.7777049138232852,1.9258469899752255,2.0246083740765193,2.2221311422791064,2.3208925263804,2.7653187548362212,2.9134608309881616,3.654171211747864,4.296120208406272,4.296120208406272,5.184972665317915,6.073825122229557,7.110819655293141
